"strand";"type";"clone";"glyc_stock_box_as_plasmid";"comment_as_plasmid";"origin_as_plasmid";"date_as_plasmid";"Created at";"Updated at";"Qc validation";"name";"temp_name";"number"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV2/8";"None";"122"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV2/9";"None";"123"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV2/5";"None";"124"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"CAG-hChR";"None";"125"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"hSyn-CFP";"None";"126"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-YFP";"None";"127"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"Rho-Rho";"None";"128"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"7m8";"None";"129"
"sc";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"sc-CAG-XIAP";"None";"130"
"sc";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pTR-scCMV-lucif_rase";"None";"131"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pTR-Flag";"None";"132"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pTR-STAT3";"None";"133"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-sh-SOCS3 ";"None";"134"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-CMV-CatCh-GFP-WPRE";"None";"135"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV9-7mer (old)";"None";"136"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV9-7mer puc57";"None";"137"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV1";"None";"138"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pXR1";"None";"139"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV2";"None";"140"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV2,Y444F";"None";"141"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV2 3YF";"None";"142"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV2 4YF";"None";"143"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pXR2 4YF";"None";"144"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV2 5YF";"None";"145"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV2 4YF bis";"None";"146"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV2 V708I ";"None";"147"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV2 Heparin KO";"None";"148"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pXX2 Heparin KO";"None";"149"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"p5E18";"None";"150"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pDP3RS -AAV3 ";"None";"151"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pDP3RS -AAV3 ";"None";"152"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pRC4 (AAV4)";"None";"153"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pXR5";"None";"154"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV5-2";"None";"155"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pRC6";"None";"156"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV6";"None";"157"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pRepCap(AAV6)";"None";"158"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV6 N415D";"None";"159"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAR8";"None";"160"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAR8";"None";"161"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV8";"None";"162"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAR8 Y733F AAV8Y733F";"None";"163"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV8 Y733F 7mer";"None";"164"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV8 2YF";"None";"165"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV9";"None";"166"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV9 Y446F";"None";"167"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV9 2YF";"None";"168"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV9 7M8 (LA-------)";"None";"169"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV9 7M8 (AA------)";"None";"170"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV10";"None";"171"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";" AAV10 Y447F";"None";"172"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV10 Y733F";"None";"173"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV10 Y447 733F";"None";"174"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"ShH10";"None";"175"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"ShH10,1";"None";"176"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"ShH10,1 Y444F";"None";"177"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV2-7m8";"None";"178"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV2- 7m8,1 I718V";"None";"179"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pHelper";"None";"180"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pTR-Rho-RFP-2A-RdCVFL";"None";"181"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pTR-Rho-RS1";"None";"182"
"sc";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pTR-scCAG-RS1";"None";"183"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pTR-Rho-RdCVFs #2";"None";"184"
"sc";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pTR-scCAG-GFP-2A-hRdCVFs";"None";"185"
"sc";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pTR-scCAG-RdCVFL";"None";"186"
"sc";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pTR-scCAG-RdCVFs ";"None";"187"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pLT-RCO2";"None";"188"
"unknown";"unknown";"";"4";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-EF1a-DIO-EGFP-124";"None";"189"
"unknown";"unknown";"";"4";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV2,1,MG6,hChR2(H134R)-GFP";"None";"190"
"unknown";"unknown";"";"4";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV-CAG-FLEX rev GFP-2A-PSAM Y115F L141F GlyR-WPRE";"None";"191"
"ss";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pTR-ssCMV-GFP-WPRE-bghpA";"None";"192"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pXR8 Y733F";"None";"193"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pXR8 Y447F";"None";"194"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pXR8 Y447 733F";"None";"195"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV9 7m8 Liver de-targeted";"None";"196"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV9 2YF Liver de-targeted";"None";"197"
"unknown";"unknown";"";"0";"AAV packaging";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV10 2YF Liver de-targeted";"None";"198"
"ss";"unknown";"";"0";"AAV ";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pssAAV-mCAR-eNphR-EGFP";"None";"199"
"unknown";"unknown";"";"4";"AAV";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pTRBeta-SDH-CNTF";"None";"200"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pTR-hSYN-GFP-WPRE";"None";"201"
"ss";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-ssCMV-hBPDE-WPRE";"None";"202"
"ss";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pssAAV-EF1a-GFP";"None";"203"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"L5-ChR2d-CterMBD-L2";"None";"204"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"L5-NterMBD-ChR2d-L2";"None";"205"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV 5-7m8";"None";"206"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV 8-7m8";"None";"207"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV 10-7m8";"None";"208"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-mCAr-NpHR";"None";"209"
"ss";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pssAAV-CMV-ChR2d";"None";"210"
"ss";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pssAAV-CMV-ChR2d-2A-GFP";"None";"211"
"ss";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pssAAV-CMV-GFP (GW)";"None";"212"
"ss";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pssAAV-SNCG-MBD,ChR2D-2A-GFP (N Ter)";"None";"213"
"ss";"unknown";"";"5";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pssAAV-SNCG-ChR2D,MBD-2A-GFP (C Ter)";"None";"214"
"ss";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pssAAV-CMV-MBD,ChR2d-2A-GFP (N Ter)";"None";"215"
"ss";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pssAAV-CMV-ChR2d,MBD-2A-GFP (C Ter)";"None";"216"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-GFP-2A-RdCVF2v1";"None";"217"
"ss";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pssAAV-hSNCG-ChR2d-2A-nlsGFP";"None";"218"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-CMV-TGFbeta-mut_";"None";"219"
"sc";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-scCAG-GFP-CCL2mouse";"None";"220"
"sc";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-scCAG-GFP-CCL2mut_ 26AA";"None";"221"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"ChR2 D156A-RFP-DA-hHK-NpHR-mKate";"None";"222"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"ChR2 D156A-bRho-mKate";"None";"223"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"ChR2 H134R-rDA-hBHK-NpHR-MI1";"None";"224"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"SNCG-GFPnuc";"None";"225"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-FLEX-GFP (28304)";"None";"226"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAAV-hSYN-RFP (22907)";"None";"227"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-PGK-Cre ";"None";"228"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-EF1a-DIO-ChETA-EYFP-WPRE ";"None";"229"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pscAAV-GFP";"None";"230"
"unknown";"unknown";"";"5";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-4xmG6-Catch-EGFP";"None";"231"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-mCAr-Catch-EGFP";"None";"232"
"ss";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV2-hRO-EGFP";"None";"233"
"unknown";"unknown";"";"5";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV2-hRO-hChR2-EYFP";"None";"234"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"NheI-hCAr-NotI";"None";"235"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"synOFF_BC-Catch";"None";"236"
"sc";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAVsc-CAG-GFP-2A-hrdcvf-e64k";"None";"237"
"sc";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAVsc-CAG-GFP-2A-hrdcvf-wt";"None";"238"
"ss";"unknown";"";"0";"AAV transgene";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-mCAr-hChR2 D156A-mKate-NpHR";"None";"239"
"ss";"unknown";"";"0";"AAV transgene";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-mCAr-hChR2 H134R-mKate-NpHR";"None";"240"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-EF1a-mCherry-IRES-WGA-CRE-WPRE";"None";"241"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-EF1a-mCherry-IRES-Cre-WPRE";"None";"242"
"ss";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pss-CAG-eGFP";"None";"243"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"AAV-Ef1a-flox-hChR2-YFP";"None";"244"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV2,1 PN4 Rho R";"None";"245"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV2,1 PN4 Rho L";"None";"246"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV2,1 PN2 Rag R";"None";"247"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV2,1 PN2 Rag L";"None";"248"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV2,1 CMV Rag R";"None";"249"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV2,1 CMV Rag L";"None";"250"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV2,1 CMV Rho R";"None";"251"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV2,1 CMV Rho L";"None";"252"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pAAV-hCAr-NpHR-GFP";"None";"253"
"unknown";"unknown";"";"0";"";"IDV";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"2017-08-21 15:04:44 UTC";"true";"pENTR-L1-EF1sf-L5";"None";"254"
