production_id;plate_id;created_at;username;name;titer;titer_atcc;titer_to_atcc;date_of_production
368;1436;October 28, 2014;emace;368;187000000000000,00;50700000000,00;120978303747535,00;October 22, 2015
369;1436;October 28, 2014;emace;369;32900000000000,00;50700000000,00;21284418145956,60;October 22, 2015
370;1436;October 28, 2014;emace;370;51300000000,00;50700000000,00;33188165680,47;October 22, 2015
371;1436;October 28, 2014;emace;371;9300000000000,00;50700000000,00;6016568047337,28;October 22, 2015
372;1437;November 5, 2014;emace;372;78200000000,00;64800000000,00;39582716049,38;November 20, 2015
373;1437;November 5, 2014;emace;373;121000000000000,00;64800000000,00;61246913580246,90;November 20, 2015
374;1437;November 5, 2014;emace;374;377000000000000,00;64800000000,00;190827160493827,00;November 20, 2015
375;1437;November 5, 2014;emace;375;336000000000000,00;64800000000,00;170074074074074,00;November 20, 2015
376;1438;November 14, 2014;emace;376;560000000000000,00;165000000000,00;111321212121212,00;November 20, 2015
376;1440;November 25, 2014;cwinkler;376;239000000000000,00;24400000000,00;321278688524590,00;November 20, 2015
377;1438;November 14, 2014;emace;377;342000000000000,00;165000000000,00;67985454545454,50;November 27, 2015
378;1438;November 14, 2014;emace;378;17400000000000,00;165000000000,00;3458909090909,09;November 27, 2015
379;1438;November 14, 2014;emace;379;2960000000000000,00;165000000000,00;588412121212121,00;November 27, 2015
380;1439;November 20, 2014;cwinkler;380;364000000000000,00;171000000000,00;69819883040935,70;November 27, 2015
380;1441;November 26, 2014;cwinkler;380;31000000000000,00;91000000000,00;11173626373626,40;November 27, 2015
381;1439;November 20, 2014;cwinkler;381;573000000000000,00;171000000000,00;109908771929825,00;November 27, 2015
381;1441;November 26, 2014;cwinkler;381;43900000000000,00;91000000000,00;15823296703296,70;November 27, 2015
382;1439;November 20, 2014;cwinkler;382;559000000000000,00;171000000000,00;107223391812865,00;November 27, 2015
382;1441;November 26, 2014;cwinkler;382;46400000000000,00;91000000000,00;16724395604395,60;November 27, 2015
383;1439;November 20, 2014;cwinkler;383;247000000000000,00;171000000000,00;47377777777777,80;December 4, 2015
383;1441;November 26, 2014;cwinkler;383;26900000000000,00;91000000000,00;9695824175824,18;December 4, 2015
384;1442;November 3, 2014;cwinkler;384;30000000000000,00;16800000000,00;58571428571428,60;December 4, 2015
385;1442;November 3, 2014;cwinkler;385;63700000000000,00;16800000000,00;124366666666667,00;December 4, 2015
386;1442;November 3, 2014;cwinkler;386;637000000000000,00;16800000000,00;1243666666666670,00;December 4, 2015
387;1442;November 3, 2014;cwinkler;387;136000000000000,00;16800000000,00;265523809523810,00;December 15, 2015
388;1443;December 3, 2014;emace;388;55100000000000,00;6990000000,00;258552217453505,00;December 15, 2015
389;1443;December 3, 2014;emace;389;181000000000000,00;6990000000,00;849327610872675,00;January 8, 2016
390;1443;December 3, 2014;emace;390;6180000000000,00;6990000000,00;28999141630901,30;January 8, 2016
390;1524;June 3, 2015;emace;390;15300000000000,00;35400000000,00;14176271186440,70;January 8, 2016
391;1443;December 3, 2014;emace;391;68000000000000,00;6990000000,00;319084406294707,00;January 8, 2016
392;1444;December 10, 2014;emace;392;102000000000000,00;83700000000,00;39971326164874,60;January 8, 2016
392;1605;February 3, 2016;crobert;392;218000000000,00;194000000,00;36857731958762,90;January 8, 2016
393;1444;December 10, 2014;emace;393;74500000000000,00;83700000000,00;29194743130227,00;January 8, 2016
393;1513;March 18, 2015;emace;393;17200000000000,00;41100000000,00;13726520681265,20;January 8, 2016
394;1444;December 10, 2014;emace;394;83100000000000,00;83700000000,00;32564874551971,30;January 8, 2016
394;1513;March 18, 2015;emace;394;11700000000000,00;41100000000,00;9337226277372,26;January 8, 2016
395;1444;December 10, 2014;emace;395;91800000000000,00;83700000000,00;35974193548387,10;January 15, 2016
396;1445;December 17, 2014;emace;396;96400000000000,00;17200000000,00;183832558139535,00;January 15, 2016
397;1445;December 17, 2014;emace;397;2810000000000,00;17200000000,00;5358604651162,79;January 15, 2016
398;1445;December 17, 2014;emace;398;3800000000000,00;17200000000,00;7246511627906,98;January 15, 2016
399;1445;December 17, 2014;emace;399;69600000000,00;17200000000,00;132725581395,35;January 22, 2016
400;1446;December 24, 2014;emace;400;74900000000000,00;43100000000,00;57000464037123,00;January 22, 2015
400;1605;February 3, 2016;crobert;400;803000000000,00;194000000,00;135764948453608,00;January 22, 2015
401;1446;December 24, 2014;emace;401;2270000000000,00;43100000000,00;1727517401392,11;January 29, 2016
402;1446;December 24, 2014;emace;402;35200000000000,00;43100000000,00;26787935034802,80;February 5, 2016
403;1446;December 24, 2014;emace;403;773000000000000,00;43100000000,00;588269141531322,00;February 5, 2016
404;1447;December 31, 2014;emace;404;2850000000000,00;23100000000,00;4046753246753,25;February 5, 2016
405;1447;December 31, 2014;emace;405;44900000000000,00;23100000000,00;63754112554112,60;February 12, 2016
406;1447;December 31, 2014;emace;406;117000000000000,00;23100000000,00;166129870129870,00;February 12, 2016
407;1447;December 31, 2014;emace;407;62200000000000,00;23100000000,00;88318614718614,70;February 12, 2016
408;1501;January 14, 2015;cwinkler;408;22500000000000,00;27400000000,00;26934306569343,10;February 12, 2016
409;1501;January 14, 2015;cwinkler;409;15400000000000,00;27400000000,00;18435036496350,40;February 19, 2016
410;1501;January 14, 2015;cwinkler;410;6370000000000,00;27400000000,00;7625401459854,02;February 19, 2016
411;1501;January 14, 2015;cwinkler;411;8840000000000,00;27400000000,00;10582189781021,90;February 19, 2016
412;1504;February 4, 2015;emace;412;7350000000000,00;176000000000,00;1369772727272,73;February 19, 2016
413;1504;February 4, 2015;emace;413;17600000000000,00;176000000000,00;3280000000000,00;February 19, 2016
414;1502;January 22, 2015;emace;414;10600000000000,00;191000000000,00;1820314136125,65;February 26, 2016
415;1502;January 22, 2015;emace;415;208000000000000,00;191000000000,00;35719371727748,70;February 26, 2016
416;1503;January 28, 2015;emace;416;35400000000000,00;47600000000,00;24393277310924,40;February 26, 2016
417;1503;January 28, 2015;emace;417;33600000000000,00;47600000000,00;23152941176470,60;February 26, 2016
418;1504;February 4, 2015;emace;418;23000000000000,00;176000000000,00;4286363636363,64;March 1, 2016
419;1505;February 11, 2015;emace;419;3650000000000,00;17900000000,00;6688268156424,58;March 1, 2016
419;1506;February 18, 2015;emace;419;8200000000000,00;60800000000,00;4423684210526,32;March 1, 2016
42;1439;November 20, 2014;cwinkler;42;556000000000000,00;171000000000,00;106647953216374,00;January 24, 2013
42;1441;November 26, 2014;cwinkler;42;67200000000000,00;91000000000,00;24221538461538,50;January 24, 2013
420;1505;February 11, 2015;emace;420;1450000000000,00;17900000000,00;2656983240223,46;March 4, 2016
420;1506;February 18, 2015;emace;420;3850000000000,00;60800000000,00;2076973684210,53;March 4, 2016
421;1505;February 11, 2015;emace;421;3570000000000,00;17900000000,00;6541675977653,63;March 4, 2016
421;1506;February 18, 2015;emace;421;7810000000000,00;60800000000,00;4213289473684,21;March 4, 2016
422;1505;February 11, 2015;emace;422;598000000000,00;17900000000,00;1095776536312,85;March 4, 2016
422;1506;February 18, 2015;emace;422;43600000000,00;60800000000,00;23521052631,58;March 4, 2016
424;1505;February 11, 2015;emace;424;1590000000000,00;17900000000,00;2913519553072,63;March 7, 2016
424;1506;February 18, 2015;emace;424;4900000000000,00;60800000000,00;2643421052631,58;March 7, 2016
425;1505;February 11, 2015;emace;425;201000000000,00;17900000000,00;368312849162,01;March 14, 2016
425;1506;February 18, 2015;emace;425;3580000000000,00;60800000000,00;1931315789473,68;March 14, 2016
426;1505;February 11, 2015;emace;426;21400000000000,00;17900000000,00;39213407821229,10;March 14, 2016
426;1506;February 18, 2015;emace;426;57700000000000,00;60800000000,00;31127631578947,40;March 14, 2016
426;1548;October 30, 2015;cwinkler;426;234000000000000,00;49700000000,00;154430583501006,00;March 14, 2016
427;1505;February 11, 2015;emace;427;34800000000000,00;17900000000,00;63767597765363,10;March 18, 2016
427;1506;February 18, 2015;emace;427;76500000000000,00;60800000000,00;41269736842105,30;March 18, 2016
428;1507;February 19, 2015;emace;428;53000000000000,00;16800000000,00;103476190476190,00;March 18, 2016
429;1507;February 19, 2015;emace;429;254000000000000,00;16800000000,00;495904761904762,00;March 25, 2016
430;1507;February 19, 2015;emace;430;133000000000000,00;16800000000,00;259666666666667,00;March 25, 2016
431;1507;February 19, 2015;emace;431;42800000000000,00;16800000000,00;83561904761904,80;April 1, 2016
432;1507;February 19, 2015;emace;432;48900000000000,00;16800000000,00;95471428571428,60;April 8, 2016
432;1508;February 20, 2015;cwinkler;432;9910000000000,00;28000000000,00;11608857142857,10;April 8, 2016
432;1606;February 4, 2016;crobert;432;8530000000000,00;24200000000,00;11561322314049,60;April 8, 2016
432;Test dPCR;February 8, 2016;#N/A;432;9100000000000,00;17600000000,00;16959090909090,90;April 8, 2016
433;1507;February 19, 2015;emace;433;10200000000000,00;16800000000,00;19914285714285,70;April 8, 2016
433;1508;February 20, 2015;cwinkler;433;1740000000000,00;28000000000,00;2038285714285,71;April 8, 2016
434;1507;February 19, 2015;emace;434;56200000000000,00;16800000000,00;109723809523810,00;April 8, 2016
434;1508;February 20, 2015;cwinkler;434;12300000000000,00;28000000000,00;14408571428571,40;April 8, 2016
435;1507;February 19, 2015;emace;435;18500000000000,00;16800000000,00;36119047619047,60;April 15, 2016
435;1508;February 20, 2015;cwinkler;435;1990000000000,00;28000000000,00;2331142857142,86;April 15, 2016
436;1510;February 25, 2015;emace;436;9790000000000,00;42300000000,00;7591300236406,62;April 15, 2016
437;1510;February 25, 2015;emace;437;20600000000,00;42300000000,00;15973522458,63;April 22, 2016
438;1510;February 25, 2015;emace;438;26800000000,00;42300000000,00;20781087470,45;April 22, 2016
439;1510;February 25, 2015;emace;439;863000000000000,00;42300000000,00;669182033096927,00;April 22, 2016
44;1526;June 11, 2015;cwinkler;44;65300000000000,00;116000000000,00;18464137931034,50;January 28, 2013
440;1511;March 4, 2015;eduvelle;440;83800000000000,00;49100000000,00;55980448065173,10;April 29, 2016
441;1511;March 4, 2015;eduvelle;441;3240000000000000,00;49100000000,00;2164399185336050,00;April 29, 2016
442;1511;March 4, 2015;eduvelle;442;5530000000000000,00;49100000000,00;3694175152749490,00;April 29, 2016
443;1511;March 4, 2015;eduvelle;443;67000000000000,00;49100000000,00;44757637474541,70;April 29, 2016
444;1512;March 11, 2015;emace;444;104000000000000,00;38300000000,00;89065274151436,00;April 29, 2016
444;1537;August 12, 2015;cwinkler;444;99300000000000,00;143000000000,00;22776503496503,50;April 29, 2016
445;1512;March 11, 2015;emace;445;39900000000000,00;38300000000,00;34170234986945,20;May 10, 2016
446;1512;March 11, 2015;emace;446;534000000000000,00;38300000000,00;457315926892950,00;May 10, 2016
447;1512;March 11, 2015;emace;447;254000000000000,00;38300000000,00;217524804177546,00;May 10, 2016
448;1513;March 18, 2015;emace;448;379000000000000,00;41100000000,00;302462287104623,00;May 10, 2016
449;1513;March 18, 2015;emace;449;4710000000000,00;41100000000,00;3758832116788,32;May 13, 2016
450;1513;March 18, 2015;emace;450;2960000000000,00;41100000000,00;2362238442822,38;May 13, 2015
451;1513;March 18, 2015;emace;451;1200000000000000,00;41100000000,00;957664233576642,00;May 13, 2016
452;1514;March 26, 2015;emace;452;569000000000000,00;37400000000,00;499016042780749,00;May 20, 2016
453;1514;March 26, 2015;emace;453;74900000000000,00;37400000000,00;65687700534759,40;May 20, 2016
454;1514;March 26, 2015;emace;454;4940000000000,00;37400000000,00;4332406417112,30;May 20, 2016
455;1514;March 26, 2015;emace;455;2890000000000,00;37400000000,00;2534545454545,45;May 27, 2016
456;1537;August 12, 2015;cwinkler;456;7670000000000,00;143000000000,00;1759272727272,73;May 27, 2016
457;1514;March 26, 2015;emace;457;1130000000000000,00;37400000000,00;991016042780749,00;May 27, 2016
458;1514;March 26, 2015;emace;458;11000000000000,00;37400000000,00;9647058823529,41;June 3, 2016
459;1514;March 26, 2015;emace;459;262000000000,00;37400000000,00;229775401069,52;June 3, 2016
459;1516;April 10, 2015;emace;459;2870000000000,00;51000000000,00;1845803921568,63;June 3, 2016
460;1516;April 10, 2015;emace;460;2190000000000,00;51000000000,00;1408470588235,29;June 3, 2016
461;1516;April 10, 2015;emace;461;4150000000000,00;51000000000,00;2669019607843,14;July 1, 2016
462;1516;April 10, 2015;emace;462;812000000000,00;51000000000,00;522227450980,39;July 1, 2016
463;1517;April 15, 2015;cwinkler;463;28800000000,00;25900000000,00;36472586872,59;July 1, 2016
464;1517;April 15, 2015;cwinkler;464;804000000000,00;25900000000,00;1018193050193,05;July 1, 2016
466;1517;April 15, 2015;cwinkler;466;35600000000000,00;25900000000,00;45084169884169,90;July 1, 2016
467;1517;April 15, 2015;cwinkler;467;866000000000,00;25900000000,00;1096710424710,42;July 8, 2016
468;1517;April 15, 2015;cwinkler;468;10500000000000,00;25900000000,00;13297297297297,30;July 15, 2016
469;1517;April 15, 2015;cwinkler;469;596000000000,00;25900000000,00;754779922779,92;July 29, 2016
470;1517;April 15, 2015;cwinkler;470;263000000000,00;25900000000,00;333065637065,64;July 29, 2016
470;"1528
";June 18, 2015;cwinkler;470;463000000000,00;55000000000,00;276116363636,36;July 29, 2016
471;1518;April 22, 2015;mdesrosiers;471;261000000000000,00;447000000000,00;19151677852349,00;July 29, 2016
471;1526;June 11, 2015;cwinkler;471;53600000000000,00;116000000000,00;15155862068965,50;July 29, 2016
471;1546;October 15, 2015;cwinkler;471;887000000000000,00;800000000000,00;36367000000000,00;July 29, 2016
471;1548;October 30, 2015;cwinkler;471;459000000000000,00;49700000000,00;302921529175050,00;July 29, 2016
472;1518;April 22, 2015;mdesrosiers;472;346000000000000,00;447000000000,00;25388814317673,40;July 29, 2016
472;1526;June 11, 2015;cwinkler;472;675000000000000,00;116000000000,00;190862068965517,00;July 29, 2016
472;1546;October 15, 2015;cwinkler;472;1220000000000000,00;800000000000,00;50020000000000,00;July 29, 2016
472;1548;October 30, 2015;cwinkler;472;774000000000000,00;49700000000,00;510808853118712,00;July 29, 2016
473;1518;April 22, 2015;mdesrosiers;473;377000000000000,00;447000000000,00;27663534675615,20;July 29, 2016
473;1526;June 11, 2015;cwinkler;473;291000000000000,00;116000000000,00;82282758620689,70;July 29, 2016
473;1546;October 15, 2015;cwinkler;473;1390000000000000,00;800000000000,00;56990000000000,00;July 29, 2016
473;1548;October 30, 2015;cwinkler;473;882000000000000,00;49700000000,00;582084507042253,00;July 29, 2016
474;1518;April 22, 2015;mdesrosiers;474;61900000000,00;447000000000,00;4542102908,28;August 8, 2016
475;1518;April 22, 2015;mdesrosiers;475;3720000000000,00;447000000000,00;272966442953,02;August 8, 2016
476;1518;April 22, 2015;mdesrosiers;476;1260000000000,00;447000000000,00;92456375838,93;August 8, 2016
477;1518;April 22, 2015;mdesrosiers;477;1990000000000,00;447000000000,00;146022371364,65;August 8, 2016
477;"1528
";June 18, 2015;cwinkler;477;1730000000000,00;55000000000,00;1031709090909,09;August 8, 2016
478;1519;April 29, 2015;cwinkler;478;6920000000000,00;106000000000,00;2141283018867,92;August 12, 2016
479;1519;April 29, 2015;cwinkler;479;23300000000000,00;106000000000,00;7209811320754,72;August 12, 2016
480;1519;April 29, 2015;cwinkler;480;31000000000000,00;106000000000,00;9592452830188,68;August 12, 2016
481;1519;April 29, 2015;cwinkler;481;6770000000000,00;106000000000,00;2094867924528,30;August 12, 2016
482;1519;April 29, 2015;cwinkler;482;4600000000000,00;106000000000,00;1423396226415,09;August 12, 2016
483;1519;April 29, 2015;cwinkler;483;3980000000000,00;106000000000,00;1231547169811,32;August 12, 2016
484;1519;April 29, 2015;cwinkler;484;50700000000000,00;106000000000,00;15688301886792,50;August 12, 2016
485;1519;April 29, 2015;cwinkler;485;26200000000000,00;106000000000,00;8107169811320,75;August 19, 2016
487;1520;May 5, 2015;mdesrosiers;487;1470000000000000,00;10500000000,00;4592000000000000,00;August 26, 2016
488;1520;May 5, 2015;mdesrosiers;488;5970000000000,00;10500000000,00;18649142857142,90;August 26, 2016
489;1520;May 5, 2015;mdesrosiers;489;4420000000000,00;10500000000,00;13807238095238,10;August 26, 2016
490;1521;May 13, 2015;cwinkler;490;9430000000000,00;48800000000,00;6338196721311,48;August 26, 2016
491;1521;May 13, 2015;cwinkler;491;518000000000000,00;48800000000,00;348163934426229,00;August 26, 2016
492;1521;May 13, 2015;cwinkler;492;19700000000000,00;48800000000,00;13240983606557,40;August 26, 2016
493;1521;May 13, 2015;cwinkler;493;25300000000000,00;48800000000,00;17004918032786,90;August 26, 2016
494;1522;May 20, 2015;cwinkler;494;15200000000000,00;148000000000,00;3368648648648,65;August 26, 2016
495;1522;May 20, 2015;cwinkler;495;4290000000000,00;148000000000,00;950756756756,76;September 27, 2016
495;1720;May 24, 2017;jmurat;495;10200000000000,00;9690000000,00;34526315789473,70;September 27, 2016
496;1522;May 20, 2015;cwinkler;496;2810000000000,00;148000000000,00;622756756756,76;September 27, 2016
497;1522;May 20, 2015;cwinkler;497;3160000000000,00;148000000000,00;700324324324,32;September 27, 2016
498;1522;May 20, 2015;cwinkler;498;7640000000000,00;148000000000,00;1693189189189,19;September 27, 2016
499;1522;May 20, 2015;cwinkler;499;4130000000000,00;148000000000,00;915297297297,30;September 30, 2016
500;1523;May 28, 2015;emace;500;10300000000000,00;15100000000,00;22373509933774,80;September 30, 2016
501;1523;May 28, 2015;emace;501;12700000000000,00;15100000000,00;27586754966887,40;September 30, 2016
502;1523;May 28, 2015;emace;502;34400000000000,00;15100000000,00;74723178807947,00;October 7, 2016
503;1523;May 28, 2015;emace;503;82100000000000,00;15100000000,00;178336423841060,00;October 14, 2016
504;1523;May 28, 2015;emace;504;371000000000000,00;15100000000,00;805880794701987,00;
505;1523;May 28, 2015;emace;505;77100000000000,00;15100000000,00;167475496688742,00;January 20, 2017
506;1524;June 3, 2015;emace;506;15900000000000,00;35400000000,00;14732203389830,50;January 20, 2017
507;1524;June 3, 2015;emace;507;18000000000000,00;35400000000,00;16677966101694,90;January 20, 2017
508;1524;June 3, 2015;emace;508;13000000000000,00;35400000000,00;12045197740113,00;January 20, 2017
509;1524;June 3, 2015;emace;509;137000000000,00;35400000000,00;126937853107,35;January 20, 2017
509;1525;June 10, 2015;cwinkler;509;100000000000,00;295000000000,00;11118644067,80;January 20, 2017
510;1524;June 3, 2015;emace;510;55400000000000,00;35400000000,00;51331073446327,70;January 20, 2017
511;1524;June 3, 2015;emace;511;10900000000000,00;35400000000,00;10099435028248,60;January 20, 2017
512;1524;June 3, 2015;emace;512;26700000000000,00;35400000000,00;24738983050847,50;January 20, 2017
512;1605;February 3, 2016;crobert;512;3110000000000,00;194000000,00;525814432989691,00;January 30, 2017
513;1524;June 3, 2015;emace;513;575000000000000,00;35400000000,00;532768361581921,00;January 30, 2017
514;1525;June 10, 2015;cwinkler;514;9920000000000,00;295000000000,00;1102969491525,42;February 3, 2017
515;1525;June 10, 2015;cwinkler;515;20100000000000,00;295000000000,00;2234847457627,12;February 3, 2017
516;1525;June 10, 2015;cwinkler;516;52200000000000,00;295000000000,00;5803932203389,83;February 3, 2017
517;1525;June 10, 2015;cwinkler;517;9220000000000,00;295000000000,00;1025138983050,85;February 10, 2017
517;1527;June 11, 2015;cwinkler;517;;;;February 10, 2017
517;1653;November 23, 2016;jmurat;517;14200000000000,00;6100000000,00;76354098360655,70;February 10, 2017
517;1654;November 25, 2016;jmurat;517;14900000000000,00;10700000000,00;45674766355140,20;February 10, 2017
518;1525;June 10, 2015;cwinkler;518;12800000000000,00;295000000000,00;1423186440677,97;February 27, 2017
518;1527;June 11, 2015;cwinkler;518;;;;March 2, 2017
519;1525;June 10, 2015;cwinkler;519;7690000000000,00;295000000000,00;855023728813,56;March 2, 2017
519;1527;June 11, 2015;cwinkler;519;;;;March 9, 2017
520;1525;June 10, 2015;cwinkler;520;12100000000000,00;295000000000,00;1345355932203,39;March 9, 2017
521;1525;June 10, 2015;cwinkler;521;19000000000000,00;295000000000,00;2112542372881,36;March 9, 2017
522;1525;June 10, 2015;cwinkler;522;582000000000,00;295000000000,00;64710508474,58;March 9, 2017
523;"1528
";June 18, 2015;cwinkler;523;112000000000000,00;55000000000,00;66792727272727,30;March 9, 2017
524;"1528
";June 18, 2015;cwinkler;524;169000000000000,00;55000000000,00;100785454545455,00;March 17, 2017
525;"1528
";June 18, 2015;cwinkler;525;603000000000000,00;55000000000,00;359607272727273,00;March 17, 2017
526;"1528
";June 18, 2015;cwinkler;526;264000000000000,00;55000000000,00;157440000000000,00;March 17, 2017
527;"1528
";June 18, 2015;cwinkler;527;160000000000000,00;55000000000,00;95418181818181,80;March 17, 2017
528;1529;June 25, 2015;cwinkler;528;998000000000,00;29200000000,00;1121041095890,41;March 17, 2017
529;1529;June 25, 2015;cwinkler;529;6120000000000,00;29200000000,00;6874520547945,21;March 17, 2017
530;1529;June 25, 2015;cwinkler;530;16600000000000,00;29200000000,00;18646575342465,80;March 17, 2017
531;1529;June 25, 2015;cwinkler;531;4770000000000,00;29200000000,00;5358082191780,82;March 24, 2017
532;1529;June 25, 2015;cwinkler;532;1110000000000,00;29200000000,00;1246849315068,49;March 24, 2017
533;1530;July 2, 2015;cwinkler;533;1170000000000,00;88500000000,00;433627118644,07;March 24, 2017
533;1605;February 3, 2016;crobert;533;28700000000,00;194000000,00;4852371134020,62;March 24, 2017
534;1530;July 2, 2015;cwinkler;534;11300000000000,00;88500000000,00;4188022598870,06;March 31, 2017
535;1530;July 2, 2015;cwinkler;535;8830000000000,00;88500000000,00;3272587570621,47;March 31, 2017
536;1530;July 2, 2015;cwinkler;536;9510000000000,00;88500000000,00;3524610169491,53;March 31, 2017
537;1530;July 2, 2015;cwinkler;537;23600000000000,00;88500000000,00;8746666666666,67;March 31, 2017
538;1531;July 8, 2015;cwinkler;538;22300000000000,00;54200000000,00;13495202952029,50;April 7, 2017
539;1531;July 8, 2015;cwinkler;539;8000000000000,00;54200000000,00;4841328413284,13;April 7, 2017
539;1605;February 3, 2016;crobert;539;4000000000000,00;194000000,00;676288659793814,00;April 7, 2017
540;1531;July 8, 2015;cwinkler;540;691000000000,00;54200000000,00;418169741697,42;April 7, 2017
541;1531;July 8, 2015;cwinkler;541;21900000000000,00;54200000000,00;13253136531365,30;April 14, 2017
542;1532;July 16, 2015;cwinkler;542;26100000000000,00;48200000000,00;17760995850622,40;April 14, 2017
543;1532;July 16, 2015;cwinkler;543;39900000000000,00;48200000000,00;27151867219917,00;April 14, 2017
543;1605;February 3, 2016;crobert;543;9440000000000,00;194000000,00;1596041237113400,00;April 14, 2017
544;1532;July 16, 2015;cwinkler;544;819000000000000,00;48200000000,00;557327800829876,00;April 14, 2017
545;1532;July 16, 2015;cwinkler;545;205000000000000,00;48200000000,00;139502074688797,00;April 21, 2017
546;1532;July 16, 2015;cwinkler;546;8610000000000,00;48200000000,00;5859087136929,46;April 21, 2017
547;1533;July 23, 2015;cwinkler;547;181000000000000,00;521000000000,00;11395009596929,00;April 21, 2017
547;1534;July 28, 2015;cwinkler;547;74100000000000,00;94900000000,00;25610958904109,60;April 24, 2017
547;1536;August 5, 2015;cwinkler;547;635000000000000,00;940000000000,00;22157446808510,60;April 24, 2017
547;1537;August 12, 2015;cwinkler;547;101000000000000,00;143000000000,00;23166433566433,60;April 24, 2017
548;1533;July 23, 2015;cwinkler;548;2780000000000000,00;521000000000,00;175017274472169,00;April 24, 2017
548;1534;July 28, 2015;cwinkler;548;914000000000000,00;94900000000,00;315903055848261,00;May 5, 2017
548;1536;August 5, 2015;cwinkler;548;1260000000000000,00;940000000000,00;43965957446808,50;May 8, 2017
548;1537;August 12, 2015;cwinkler;548;1800000000000000,00;143000000000,00;412867132867133,00;May 8, 2017
549;1533;July 23, 2015;cwinkler;549;1980000000000000,00;521000000000,00;124652591170825,00;May 5, 2017
549;1534;July 28, 2015;cwinkler;549;715000000000000,00;94900000000,00;247123287671233,00;May 5, 2017
550;1533;July 23, 2015;cwinkler;550;703000000000000,00;521000000000,00;44257965451055,70;May 18, 2017
550;1534;July 28, 2015;cwinkler;550;276000000000000,00;94900000000,00;95393045310853,50;May 18, 2017
551;1535;July 30, 2015;cwinkler;551;25600000000000,00;65700000000,00;12780517503805,20;May 18, 2017
552;1535;July 30, 2015;cwinkler;552;65300000000000,00;65700000000,00;32600304414003,00;June 2, 2017
553;1535;July 30, 2015;cwinkler;553;57300000000000,00;65700000000,00;28606392694063,90;June 2, 2017
554;1535;July 30, 2015;cwinkler;554;39700000000000,00;65700000000,00;19819786910197,90;June 2, 2017
555;1536;August 5, 2015;cwinkler;555;665000000000000,00;940000000000,00;23204255319148,90;June 9, 2017
555;1538;August 12, 2015;cwinkler;555;96700000000000,00;38500000000,00;82383376623376,60;June 9, 2017
556;1536;August 5, 2015;cwinkler;556;214000000000000,00;940000000000,00;7467234042553,19;June 16, 2017
556;1538;August 12, 2015;cwinkler;556;26200000000000,00;38500000000,00;22321038961039,00;June 16, 2017
557;1536;August 5, 2015;cwinkler;557;859000000000000,00;940000000000,00;29973617021276,60;June 16, 2017
557;1538;August 12, 2015;cwinkler;557;98100000000000,00;38500000000,00;83576103896103,90;June 16, 2017
557;1605;February 3, 2016;crobert;557;12100000000000,00;194000000,00;2045773195876290,00;June 23, 2017
558;1536;August 5, 2015;cwinkler;558;2910000000000000,00;940000000000,00;101540425531915,00;June 23, 2017
558;1538;August 12, 2015;cwinkler;558;188000000000000,00;38500000000,00;160166233766234,00;June 23, 2017
559;1537;August 12, 2015;cwinkler;559;56700000000000,00;143000000000,00;13005314685314,70;June 23, 2017
560;1537;August 12, 2015;cwinkler;560;163000000000000,00;143000000000,00;37387412587412,60;June 30, 2017
561;1537;August 12, 2015;cwinkler;561;168000000000000,00;143000000000,00;38534265734265,70;June 30, 2017
562;1537;August 12, 2015;cwinkler;562;97300000000000,00;143000000000,00;22317762237762,20;June 30, 2017
563;1539;August 19, 2015;cwinkler;563;40000000000000,00;18600000000,00;70537634408602,20;July 6, 2017
564;1539;August 19, 2015;cwinkler;564;260000000000,00;18600000000,00;458494623655,91;July 6, 2017
565;1539;August 19, 2015;cwinkler;565;50000000000000,00;18600000000,00;88172043010752,70;July 6, 2017
565;1549;November 26, 2015;cwinkler;565;70700000000000,00;67000000000,00;34611343283582,10;July 12, 2017
565;1601;January 14, 2016;cwinkler;565;15100000000000,00;55600000000,00;8907913669064,75;July 12, 2017
565;1607;February 10, 2016;crobert;565;78100000000000,00;56000000000,00;45744285714285,70;July 17, 2017
566;1540;August 26, 2015;cwinkler;566;111000000000000,00;21900000000,00;166246575342466,00;July 17, 2017
566;1541;September 3, 2015;cwinkler;566;82100000000000,00;34800000000,00;77381609195402,30;July 28, 2017
567;1540;August 26, 2015;cwinkler;567;;;;July 28, 2017
567;1541;September 3, 2015;cwinkler;567;76500000000000,00;34800000000,00;72103448275862,10;July 28, 2017
568;1540;August 26, 2015;cwinkler;568;222000000000000,00;21900000000,00;332493150684931,00;August 4, 2017
569;1540;August 26, 2015;cwinkler;569;145000000000000,00;21900000000,00;217168949771689,00;August 4, 2017
570;1541;September 3, 2015;cwinkler;570;157000000000000,00;34800000000,00;147977011494253,00;August 4, 2017
571;1541;September 3, 2015;cwinkler;571;8250000000000,00;34800000000,00;7775862068965,52;August 4, 2017
572;1541;September 3, 2015;cwinkler;572;132000000000000,00;34800000000,00;124413793103448,00;August 11, 2017
573;1542;September 10, 2015;#N/A;573;59100000000000,00;;;August 11, 2017
573;1543;September 25, 2015;cwinkler;573;180000000000000,00;4260000000000,00;1385915492957,75;August 11, 2017
573;1544;September 29, 2015;mdesrosiers;573;7930000000000,00;3950000000,00;65849113924050,60;August 11, 2017
573;1622 1;April 27, 2016;crobert;573;8550000000000,00;26800000000,00;10464179104477,60;August 18, 2017
574;1542;September 10, 2015;#N/A;574;189000000000000,00;;;August 18, 2017
